applied_profile,category,cleanup_status,context_signal_summary,cpu_limit_m,cpu_request_m,cpu_request_to_peak_ratio,dataset_size_hint_gb,environment_id,error_message,excluded_from_comparative_summary,exclusion_reason,exit_code,exit_reason,expected_acceptable_profiles,expected_pressure_type,expected_recommender_profiles,git_commit,input_intent,kubernetes_evidence,memory_limit_mi,memory_request_mi,memory_request_to_peak_ratio,method,missing_peak_cpu,missing_peak_memory,missing_pending_time,missing_restart_count,oom_killed,peak_cpu_m,peak_memory_mi,pod_pending_duration_seconds,policy_warnings,profile_delta,random_seed,recommendation_outcome,recommendation_reasons,recommended_profile,repeat_index,resource_measurement_source,restart_or_respawn_count,run_id,schema_version,success,supporting_log_paths,time_to_success_seconds,timeout,timestamp,workload_id,workload_runtime_seconds
large,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",2000,1500,,2.4,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_training,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Train a larger scikit-learn model where feature construction may need more memory.,{},1907,1464,6.873239,static_manual,True,False,True,False,False,,213,,[],0,202607193107,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_memory_pressure-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_memory_pressure-r04/ml_sklearn_fit_memory_pressure/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_memory_pressure-r04/ml_sklearn_fit_memory_pressure/workload_stderr.txt""]",2.57455,False,2026-07-19T14:04:54Z,ml_sklearn_fit_memory_pressure,2.57455
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,2.4,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_training,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Train a larger scikit-learn model where feature construction may need more memory.,{},953,732,3.43662,intent_only,True,False,True,False,False,,213,,[],-1,202607193103,under,"[""training/modeling context detected: train, scikit-learn, model""]",medium,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r00/ml_sklearn_fit_memory_pressure/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r00/ml_sklearn_fit_memory_pressure/workload_stderr.txt""]",2.607373,False,2026-07-19T14:04:57Z,ml_sklearn_fit_memory_pressure,2.607373
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,2.4,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_training,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Train a larger scikit-learn model where feature construction may need more memory.,{},953,732,3.43662,intent_only,True,False,True,False,False,,213,,[],-1,202607193104,under,"[""training/modeling context detected: train, scikit-learn, model""]",medium,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r01/ml_sklearn_fit_memory_pressure/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r01/ml_sklearn_fit_memory_pressure/workload_stderr.txt""]",2.636954,False,2026-07-19T14:05:00Z,ml_sklearn_fit_memory_pressure,2.636954
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,2.4,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_training,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Train a larger scikit-learn model where feature construction may need more memory.,{},953,732,3.420561,intent_only,True,False,True,False,False,,214,,[],-1,202607193105,under,"[""training/modeling context detected: train, scikit-learn, model""]",medium,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r02/ml_sklearn_fit_memory_pressure/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r02/ml_sklearn_fit_memory_pressure/workload_stderr.txt""]",2.636798,False,2026-07-19T14:05:03Z,ml_sklearn_fit_memory_pressure,2.636798
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,2.4,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_training,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Train a larger scikit-learn model where feature construction may need more memory.,{},953,732,3.43662,intent_only,True,False,True,False,False,,213,,[],-1,202607193106,under,"[""training/modeling context detected: train, scikit-learn, model""]",medium,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r03/ml_sklearn_fit_memory_pressure/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r03/ml_sklearn_fit_memory_pressure/workload_stderr.txt""]",2.577443,False,2026-07-19T14:05:05Z,ml_sklearn_fit_memory_pressure,2.577443
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,2.4,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_training,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Train a larger scikit-learn model where feature construction may need more memory.,{},953,732,3.43662,intent_only,True,False,True,False,False,,213,,[],-1,202607193107,under,"[""training/modeling context detected: train, scikit-learn, model""]",medium,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r04/ml_sklearn_fit_memory_pressure/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_memory_pressure-r04/ml_sklearn_fit_memory_pressure/workload_stderr.txt""]",2.748984,False,2026-07-19T14:05:08Z,ml_sklearn_fit_memory_pressure,2.748984
large,machine_learning,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas"",""train"",""fit"",""sklearn"",""model""],""hint_count"":3,""raw_context_available"":true,""raw_context_stored"":false}",2000,1500,,2.4,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_training,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Train a larger scikit-learn model where feature construction may need more memory.,{},1907,1464,6.873239,context_aware,True,False,True,False,False,,213,,[],0,202607193103,acceptable,"[""dataset size >= 2GB"",""data-processing context detected: pandas"",""training/modeling context detected: train, fit, .fit(, sklearn""]",large,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r00/ml_sklearn_fit_memory_pressure/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r00/ml_sklearn_fit_memory_pressure/workload_stderr.txt""]",2.682601,False,2026-07-19T14:05:11Z,ml_sklearn_fit_memory_pressure,2.682601
large,machine_learning,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas"",""train"",""fit"",""sklearn"",""model""],""hint_count"":3,""raw_context_available"":true,""raw_context_stored"":false}",2000,1500,,2.4,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_training,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Train a larger scikit-learn model where feature construction may need more memory.,{},1907,1464,6.873239,context_aware,True,False,True,False,False,,213,,[],0,202607193104,acceptable,"[""dataset size >= 2GB"",""data-processing context detected: pandas"",""training/modeling context detected: train, fit, .fit(, sklearn""]",large,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r01/ml_sklearn_fit_memory_pressure/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r01/ml_sklearn_fit_memory_pressure/workload_stderr.txt""]",2.592287,False,2026-07-19T14:05:13Z,ml_sklearn_fit_memory_pressure,2.592287
large,machine_learning,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas"",""train"",""fit"",""sklearn"",""model""],""hint_count"":3,""raw_context_available"":true,""raw_context_stored"":false}",2000,1500,,2.4,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_training,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Train a larger scikit-learn model where feature construction may need more memory.,{},1907,1464,6.873239,context_aware,True,False,True,False,False,,213,,[],0,202607193105,acceptable,"[""dataset size >= 2GB"",""data-processing context detected: pandas"",""training/modeling context detected: train, fit, .fit(, sklearn""]",large,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r02/ml_sklearn_fit_memory_pressure/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r02/ml_sklearn_fit_memory_pressure/workload_stderr.txt""]",2.685573,False,2026-07-19T14:05:16Z,ml_sklearn_fit_memory_pressure,2.685573
large,machine_learning,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas"",""train"",""fit"",""sklearn"",""model""],""hint_count"":3,""raw_context_available"":true,""raw_context_stored"":false}",2000,1500,,2.4,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_training,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Train a larger scikit-learn model where feature construction may need more memory.,{},1907,1464,6.873239,context_aware,True,False,True,False,False,,213,,[],0,202607193106,acceptable,"[""dataset size >= 2GB"",""data-processing context detected: pandas"",""training/modeling context detected: train, fit, .fit(, sklearn""]",large,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r03/ml_sklearn_fit_memory_pressure/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r03/ml_sklearn_fit_memory_pressure/workload_stderr.txt""]",2.673872,False,2026-07-19T14:05:19Z,ml_sklearn_fit_memory_pressure,2.673872
large,machine_learning,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas"",""train"",""fit"",""sklearn"",""model""],""hint_count"":3,""raw_context_available"":true,""raw_context_stored"":false}",2000,1500,,2.4,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_training,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Train a larger scikit-learn model where feature construction may need more memory.,{},1907,1464,6.90566,context_aware,True,False,True,False,False,,212,,[],0,202607193107,acceptable,"[""dataset size >= 2GB"",""data-processing context detected: pandas"",""training/modeling context detected: train, fit, .fit(, sklearn""]",large,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r04/ml_sklearn_fit_memory_pressure/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_memory_pressure-r04/ml_sklearn_fit_memory_pressure/workload_stderr.txt""]",2.604357,False,2026-07-19T14:05:22Z,ml_sklearn_fit_memory_pressure,2.604357
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_cpu_training,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Fit a small scikit-learn classifier on a toy generated dataset.,{},953,732,34.857143,static_manual,True,False,True,False,False,,21,,[],0,202607193101,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r00/ml_sklearn_fit_small/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r00/ml_sklearn_fit_small/workload_stderr.txt""]",0.005079,False,2026-07-19T14:04:37Z,ml_sklearn_fit_small,0.005079
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_cpu_training,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Fit a small scikit-learn classifier on a toy generated dataset.,{},953,732,34.857143,static_manual,True,False,True,False,False,,21,,[],0,202607193102,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r01/ml_sklearn_fit_small/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r01/ml_sklearn_fit_small/workload_stderr.txt""]",0.004798,False,2026-07-19T14:04:37Z,ml_sklearn_fit_small,0.004798
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_cpu_training,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Fit a small scikit-learn classifier on a toy generated dataset.,{},953,732,36.6,static_manual,True,False,True,False,False,,20,,[],0,202607193103,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r02/ml_sklearn_fit_small/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r02/ml_sklearn_fit_small/workload_stderr.txt""]",0.004925,False,2026-07-19T14:04:37Z,ml_sklearn_fit_small,0.004925
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_cpu_training,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Fit a small scikit-learn classifier on a toy generated dataset.,{},953,732,36.6,static_manual,True,False,True,False,False,,20,,[],0,202607193104,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r03/ml_sklearn_fit_small/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r03/ml_sklearn_fit_small/workload_stderr.txt""]",0.004761,False,2026-07-19T14:04:37Z,ml_sklearn_fit_small,0.004761
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_cpu_training,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Fit a small scikit-learn classifier on a toy generated dataset.,{},953,732,36.6,static_manual,True,False,True,False,False,,20,,[],0,202607193105,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r04/ml_sklearn_fit_small/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-ml_sklearn_fit_small-r04/ml_sklearn_fit_small/workload_stderr.txt""]",0.004882,False,2026-07-19T14:04:37Z,ml_sklearn_fit_small,0.004882
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_cpu_training,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Fit a small scikit-learn classifier on a toy generated dataset.,{},953,732,34.857143,intent_only,True,False,True,False,False,,21,,[],0,202607193101,acceptable,"[""training/modeling context detected: fit, scikit-learn""]",medium,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r00/ml_sklearn_fit_small/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r00/ml_sklearn_fit_small/workload_stderr.txt""]",0.004794,False,2026-07-19T14:04:37Z,ml_sklearn_fit_small,0.004794
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_cpu_training,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Fit a small scikit-learn classifier on a toy generated dataset.,{},953,732,34.857143,intent_only,True,False,True,False,False,,21,,[],0,202607193102,acceptable,"[""training/modeling context detected: fit, scikit-learn""]",medium,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r01/ml_sklearn_fit_small/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r01/ml_sklearn_fit_small/workload_stderr.txt""]",0.005092,False,2026-07-19T14:04:37Z,ml_sklearn_fit_small,0.005092
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_cpu_training,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Fit a small scikit-learn classifier on a toy generated dataset.,{},953,732,34.857143,intent_only,True,False,True,False,False,,21,,[],0,202607193103,acceptable,"[""training/modeling context detected: fit, scikit-learn""]",medium,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r02/ml_sklearn_fit_small/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r02/ml_sklearn_fit_small/workload_stderr.txt""]",0.004795,False,2026-07-19T14:04:37Z,ml_sklearn_fit_small,0.004795
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_cpu_training,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Fit a small scikit-learn classifier on a toy generated dataset.,{},953,732,36.6,intent_only,True,False,True,False,False,,20,,[],0,202607193104,acceptable,"[""training/modeling context detected: fit, scikit-learn""]",medium,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r03/ml_sklearn_fit_small/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r03/ml_sklearn_fit_small/workload_stderr.txt""]",0.004781,False,2026-07-19T14:04:38Z,ml_sklearn_fit_small,0.004781
medium,machine_learning,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_cpu_training,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Fit a small scikit-learn classifier on a toy generated dataset.,{},953,732,36.6,intent_only,True,False,True,False,False,,20,,[],0,202607193105,acceptable,"[""training/modeling context detected: fit, scikit-learn""]",medium,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r04/ml_sklearn_fit_small/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-ml_sklearn_fit_small-r04/ml_sklearn_fit_small/workload_stderr.txt""]",0.004879,False,2026-07-19T14:04:38Z,ml_sklearn_fit_small,0.004879
medium,machine_learning,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""train"",""fit"",""sklearn"",""model""],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",1000,500,,0.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_cpu_training,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Fit a small scikit-learn classifier on a toy generated dataset.,{},953,732,36.6,context_aware,True,False,True,False,False,,20,,[],0,202607193101,acceptable,"[""training/modeling context detected: fit, .fit(, sklearn, scikit-learn""]",medium,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_small-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_small-r00/ml_sklearn_fit_small/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_small-r00/ml_sklearn_fit_small/workload_stderr.txt""]",0.004816,False,2026-07-19T14:04:38Z,ml_sklearn_fit_small,0.004816
medium,machine_learning,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""train"",""fit"",""sklearn"",""model""],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",1000,500,,0.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_cpu_training,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Fit a small scikit-learn classifier on a toy generated dataset.,{},953,732,36.6,context_aware,True,False,True,False,False,,20,,[],0,202607193102,acceptable,"[""training/modeling context detected: fit, .fit(, sklearn, scikit-learn""]",medium,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_small-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_small-r01/ml_sklearn_fit_small/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-ml_sklearn_fit_small-r01/ml_sklearn_fit_small/workload_stderr.txt""]",0.004939,False,2026-07-19T14:04:38Z,ml_sklearn_fit_small,0.004939
